,q103_survey_type,q213_no_members,q216_house_pucca_kachha,q217_house_type,q218_house_no_stories,q223_house_no_bedrooms,q224_house_no_toilets,q225_house_no_otherrooms,land_area_sqfeet,q228_plot_use_house_in_percent,q301_grid_yn,q313_grid_billfreq,q610_elec_bill_physical_yn,q610_a_no_billing_days,q610_b_billed_units,q405_a_incadescent_bulb_no,q405_b_cfl_bulb_no,q405_c_led_bulb_no,q405_d_led_tube_light_no,q405_e_cfl_tube_light_no,q409_ceiling_fan_yn,q410_ceiling_fan_no,q415_table_fan_yn,q416_table_fan_no,q421_air_coolers_yn,q422_air_coolers_no,q427_ac_yn,q428_ac_no,q459_tv_yn,q460_tv_no,q466_fridge_yn,q467_fridge_no,q471_mixer_grinder_2_yn,q472_wash_mach_yn,q476_iron_yn,q477_water_pump_yn,q480_water_pump_cap_hp
13370,2,4,3,2.0,3.0,1,1,1,150.0,100.0,1,1.0,0.0,,,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13382,2,5,3,2.0,1.0,1,1,2,230.0,100.0,1,1.0,1.0,30.0,229.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13387,2,3,3,2.0,3.0,1,1,1,250.0,100.0,1,1.0,0.0,,,0.0,1.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13392,1,5,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,0.0,0.0,5.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13396,2,4,3,2.0,2.0,1,1,1,200.0,100.0,1,1.0,1.0,30.0,139.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13403,2,7,2,1.0,1.0,4,2,3,670.0,70.0,1,1.0,1.0,20.0,82.0,2.0,3.0,6.0,1.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13412,2,4,3,2.0,5.0,1,2,3,,,1,1.0,0.0,,,0.0,2.0,4.0,2.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0
13414,1,4,3,1.0,1.0,2,1,3,650.0,85.0,1,1.0,1.0,25.0,156.0,3.0,3.0,1.0,2.0,0.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13422,2,6,3,2.0,3.0,1,1,1,180.0,100.0,1,1.0,1.0,30.0,236.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13438,2,5,2,1.0,1.0,1,2,1,1000.0,60.0,1,1.0,1.0,30.0,50.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13471,2,4,3,2.0,2.0,1,1,1,550.0,100.0,1,1.0,0.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13475,2,3,3,1.0,4.0,1,2,2,350.0,,1,1.0,1.0,23.0,91.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
13476,2,5,3,2.0,4.0,1,1,1,180.0,100.0,1,1.0,1.0,30.0,331.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13488,2,5,3,2.0,5.0,1,1,3,350.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.5
13494,2,5,3,1.0,1.0,1,2,2,3267.0,80.0,1,1.0,1.0,30.0,205.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,
13499,2,4,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13500,2,8,3,2.0,7.0,1,1,1,400.0,100.0,1,1.0,1.0,30.0,151.0,1.0,0.0,1.0,0.0,4.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13512,2,5,3,2.0,9.0,1,2,3,2500.0,100.0,1,1.0,0.0,,,0.0,0.0,8.0,3.0,0.0,1.0,3.0,0.0,,0.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13513,1,4,3,1.0,1.0,1,1,2,700.0,90.0,1,1.0,1.0,30.0,25.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,
13531,2,3,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13532,1,3,3,1.0,1.0,2,2,2,1600.0,50.0,1,1.0,1.0,25.0,90.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13540,1,13,3,1.0,1.0,2,1,1,500.0,80.0,1,1.0,0.0,,,1.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,
13542,2,5,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,1.0,0.0,6.0,1.0,1.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13543,1,5,3,1.0,2.0,3,2,5,2178.0,100.0,1,1.0,1.0,30.0,52.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0
13544,1,3,3,1.0,1.0,2,2,4,1000.0,85.0,1,1.0,1.0,30.0,91.0,0.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13547,1,4,3,1.0,1.0,1,1,2,,80.0,1,1.0,0.0,,,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,
13551,2,2,3,1.0,1.0,1,1,1,400.0,100.0,1,1.0,0.0,,,0.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,
13552,2,5,3,1.0,2.0,3,2,6,1000.0,100.0,1,1.0,1.0,30.0,130.0,0.0,4.0,4.0,4.0,0.0,1.0,4.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13554,2,5,3,1.0,1.0,2,2,3,3500.0,,1,1.0,1.0,31.0,66.0,0.0,3.0,3.0,1.0,1.0,1.0,4.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
13565,2,4,3,1.0,1.0,2,2,3,1650.0,80.0,1,1.0,1.0,30.0,79.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13576,2,6,3,1.0,1.0,1,2,2,250.0,100.0,1,1.0,0.0,,,0.0,1.0,4.0,4.0,3.0,1.0,4.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13587,2,8,3,1.0,1.0,2,2,3,850.0,85.0,1,1.0,1.0,25.0,65.0,2.0,6.0,1.0,0.0,0.0,1.0,3.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13591,2,6,2,1.0,1.0,1,1,3,400.0,95.0,1,1.0,1.0,20.0,187.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13598,2,3,3,1.0,1.0,1,2,3,360.0,,1,1.0,0.0,,,0.0,3.0,3.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,
13605,2,8,3,2.0,4.0,2,1,1,550.0,80.0,1,1.0,1.0,30.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13625,2,4,3,2.0,2.0,1,1,1,750.0,100.0,1,1.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13638,2,4,3,1.0,1.0,2,2,4,,,1,1.0,0.0,,,0.0,8.0,0.0,0.0,3.0,1.0,4.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
13654,2,6,3,2.0,2.0,1,1,1,550.0,100.0,1,1.0,0.0,,,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13667,2,4,3,2.0,3.0,2,2,2,550.0,80.0,1,1.0,1.0,30.0,45.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13672,2,3,3,1.0,2.0,1,1,3,,,1,1.0,1.0,30.0,225.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
13675,2,6,3,1.0,1.0,2,1,2,750.0,80.0,1,1.0,1.0,25.0,132.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13703,2,5,3,1.0,1.0,1,1,1,200.0,100.0,1,1.0,0.0,,,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13739,2,4,3,1.0,1.0,1,1,1,300.0,100.0,1,1.0,0.0,,,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13741,2,4,3,2.0,9.0,1,2,3,2500.0,100.0,1,1.0,1.0,30.0,159.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13743,2,4,3,2.0,7.0,1,2,2,1700.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,4.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13752,2,4,3,2.0,6.0,1,2,2,1200.0,100.0,1,1.0,1.0,30.0,283.0,0.0,2.0,2.0,3.0,0.0,1.0,5.0,0.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13756,2,5,3,1.0,1.0,2,2,4,4000.0,100.0,1,1.0,0.0,,,0.0,4.0,3.0,1.0,0.0,1.0,3.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
13764,2,3,3,2.0,3.0,1,1,1,300.0,100.0,1,1.0,0.0,,,0.0,0.0,4.0,2.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13773,2,2,3,1.0,1.0,1,1,2,,,1,1.0,1.0,30.0,64.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,
13784,2,3,3,2.0,7.0,1,2,1,225.0,100.0,1,1.0,1.0,30.0,133.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13791,2,4,3,1.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13793,2,2,3,2.0,1.0,1,1,1,180.0,100.0,1,1.0,0.0,,,1.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13800,2,5,3,1.0,1.0,2,1,3,,,1,1.0,1.0,,101.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13801,2,5,3,2.0,2.0,1,1,1,400.0,100.0,1,1.0,0.0,,,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13805,2,5,3,2.0,1.0,1,1,1,250.0,100.0,1,1.0,0.0,,,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13814,2,5,3,1.0,1.0,3,2,5,2000.0,100.0,1,1.0,1.0,30.0,110.0,0.0,3.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
13815,1,4,3,1.0,1.0,3,2,5,4356.0,100.0,1,1.0,1.0,30.0,80.0,0.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
13821,1,11,3,1.0,1.0,6,1,2,1500.0,75.0,1,1.0,1.0,30.0,51.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
13827,2,4,3,1.0,1.0,2,2,3,,,1,1.0,0.0,,,0.0,2.0,4.0,0.0,0.0,1.0,3.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
13833,2,4,3,2.0,4.0,1,1,1,1000.0,100.0,1,1.0,0.0,,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,
13834,2,4,3,2.0,3.0,1,1,1,180.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,
13839,2,10,3,2.0,4.0,1,1,1,400.0,100.0,1,1.0,0.0,,,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13841,2,5,3,2.0,4.0,1,1,1,900.0,100.0,1,1.0,1.0,30.0,173.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13846,2,6,3,2.0,5.0,1,1,1,400.0,100.0,1,1.0,1.0,30.0,143.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13860,2,4,3,1.0,1.0,1,2,2,1089.0,90.0,1,1.0,0.0,,,0.0,3.0,1.0,0.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,
13869,2,4,3,2.0,23.0,1,2,2,350.0,100.0,1,1.0,1.0,30.0,120.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
13870,2,4,3,2.0,3.0,1,1,1,500.0,80.0,1,1.0,1.0,30.0,70.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13875,2,3,3,1.0,2.0,2,1,3,300.0,75.0,1,1.0,0.0,,,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,
13884,2,8,3,1.0,1.0,1,2,2,250.0,100.0,1,1.0,1.0,30.0,366.0,2.0,0.0,0.0,0.0,6.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,
13885,2,7,3,2.0,3.0,1,1,1,180.0,100.0,1,1.0,1.0,30.0,211.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,
13894,2,5,3,2.0,3.0,1,1,1,180.0,100.0,1,1.0,0.0,,,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,
13896,1,5,3,1.0,1.0,1,1,1,350.0,90.0,1,1.0,1.0,30.0,118.0,0.0,0.0,5.0,2.0,0.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,
13912,2,7,3,1.0,1.0,2,1,3,950.0,75.0,1,1.0,1.0,22.0,55.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,,1.0,2.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13926,2,4,3,2.0,5.0,1,2,3,100.0,100.0,1,1.0,0.0,,,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
13928,2,5,3,2.0,3.0,1,1,1,120.0,100.0,1,1.0,1.0,30.0,144.0,1.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13930,2,8,3,2.0,3.0,1,1,1,180.0,100.0,1,1.0,1.0,30.0,197.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13931,2,3,3,2.0,3.0,1,1,1,750.0,100.0,1,1.0,0.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13932,2,4,3,2.0,4.0,1,1,1,1000.0,100.0,1,1.0,0.0,,,1.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13941,1,5,3,1.0,2.0,3,2,3,1200.0,90.0,1,1.0,1.0,30.0,33.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13943,1,7,3,1.0,2.0,5,2,5,1200.0,90.0,1,1.0,1.0,30.0,115.0,0.0,0.0,6.0,1.0,0.0,1.0,5.0,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,
13945,2,6,3,1.0,2.0,2,2,2,2000.0,,1,1.0,0.0,,,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,
13947,2,3,3,1.0,1.0,2,2,2,500.0,100.0,1,1.0,1.0,30.0,164.0,1.0,0.0,0.0,5.0,5.0,1.0,8.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
13951,2,2,3,1.0,1.0,1,2,2,,,1,1.0,1.0,,67.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
13955,2,4,3,2.0,2.0,1,2,1,350.0,100.0,1,1.0,1.0,30.0,182.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13958,2,7,3,1.0,1.0,2,2,2,1000.0,100.0,1,1.0,0.0,,,0.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
13970,2,5,3,1.0,1.0,1,1,1,550.0,100.0,1,1.0,0.0,,,0.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
13978,2,5,3,2.0,4.0,1,1,2,600.0,80.0,1,1.0,0.0,,,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
13982,2,6,3,2.0,2.0,1,2,1,400.0,100.0,1,1.0,0.0,,,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14011,2,5,3,1.0,1.0,1,1,1,650.0,80.0,1,1.0,0.0,,,1.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
14016,1,4,3,1.0,1.0,1,1,2,550.0,70.0,1,1.0,1.0,20.0,70.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
14028,2,3,3,2.0,7.0,1,1,2,375.0,100.0,1,1.0,0.0,,,0.0,0.0,15.0,1.0,0.0,1.0,2.0,0.0,,0.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14037,2,5,3,2.0,4.0,1,1,1,750.0,100.0,1,1.0,0.0,,,0.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14041,2,4,3,1.0,1.0,1,2,2,1200.0,100.0,1,1.0,1.0,30.0,291.0,0.0,1.0,2.0,4.0,2.0,1.0,3.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14052,2,5,3,1.0,2.0,3,3,7,250.0,60.0,1,1.0,0.0,,,0.0,0.0,3.0,2.0,0.0,1.0,3.0,0.0,,1.0,2.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
14054,2,7,3,1.0,1.0,1,1,1,300.0,100.0,1,1.0,0.0,,,2.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14063,1,5,3,1.0,2.0,2,2,3,450.0,90.0,1,1.0,0.0,,,1.0,3.0,2.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,
14071,2,5,3,2.0,4.0,1,1,1,750.0,100.0,1,1.0,0.0,,,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14074,2,4,3,2.0,1.0,1,0,0,300.0,100.0,1,1.0,1.0,30.0,207.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,
14078,2,8,3,1.0,1.0,3,1,2,,,1,1.0,1.0,30.0,62.0,1.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14080,2,6,3,1.0,1.0,1,1,1,1000.0,100.0,1,1.0,0.0,,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14081,2,8,3,1.0,1.0,2,1,3,570.0,95.0,1,1.0,1.0,25.0,149.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14095,2,5,3,1.0,1.0,1,1,1,600.0,80.0,1,1.0,1.0,30.0,30.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,,1.0,1.0,0.0,,1.0,0.0,1.0,0.0,
14100,2,7,3,1.0,1.0,1,1,1,300.0,100.0,1,1.0,0.0,,,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,,0.0,,1.0,1.0,0.0,,1.0,1.0,1.0,1.0,1.0,0.0,
14105,2,6,3,2.0,3.0,1,1,1,200.0,100.0,1,1.0,0.0,,,1.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14109,2,5,3,2.0,3.0,1,1,1,900.0,100.0,1,1.0,0.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14118,2,4,3,1.0,1.0,2,2,4,850.0,100.0,1,1.0,0.0,,,0.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14120,2,5,3,2.0,4.0,1,1,2,1500.0,100.0,1,1.0,1.0,30.0,201.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14121,2,8,3,2.0,4.0,1,1,1,900.0,100.0,1,1.0,1.0,30.0,572.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
14122,2,5,3,2.0,4.0,1,2,1,275.0,100.0,1,1.0,1.0,30.0,179.0,0.0,1.0,4.0,1.0,1.0,1.0,4.0,0.0,,0.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,
